CVE_ENT,CLAVE_CCT,TURNO,NOMBRE,CVE_MUN,NOMBRE_MUNICIPIO,CVE_LOC,NOMBRE_LOCALIDAD,NIVEL_EDUC,MODALIDAD,SERVICIO_ALIMENTACION
7,07DPB1770K,5,LIC. BENITO JUAREZ GARCIA,96,TILA,130,LOS ÁNGELES,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1771J,5,GENERAL EMILIANO ZAPATA SALAZAR,96,TILA,34,JOLNOPA GUADALUPE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1808G,5,EMILIANO ZAPATA SALAZAR,90,TAPALAPA,2,BLANCA ROSA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1815Q,5,JOSE MARIA YAÑEZ,39,HUITIUPÁN,167,PABUCHIL COVADONGA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1824Y,5,ANGEL ALBINO CORZO,68,PICHUCALCO,11,CAMOAPITA 2DA. SECCIÓN A (CENTRO),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1837B,5,VICENTE GUERRERO,65,PALENQUE,1314,NUEVA JERUSALÉN (EL JAGUAR),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1841O,5,JUAN ALDAMA,62,OSTUACÁN,68,LAGUNA LA CAMPANA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1851V,5,JUVENTINO ROSAS,49,LARRÁINZAR,57,YOLTÉ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1860C,5,LIC. BENITO JUAREZ GARCIA,15,CACAHOATÁN,2,AGUA CALIENTE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1864Z,5,BENITO JUAREZ GARCIA,89,TAPACHULA,202,TOQUIÁN GRANDE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1865Y,5,ALEJANDRO CARRILLO,49,LARRÁINZAR,26,MUCTAHUITZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1869U,5,BELISARIO DOMINGUEZ PALENCIA,78,SAN CRISTÓBAL DE LAS CASAS,49,YAALBOC,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1875E,5,VICENTE GUERRERO,5,AMATÁN,36,ESTRELLA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1880Q,5,ARTICULO TERCERO CONSTITUCIONAL,22,CHALCHIHUITÁN,32,TZOMOLTÓN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1884M,5,FRANCISCO I. MADERO,31,CHILÓN,570,BAJYULUBMAX,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1899O,5,FRANCISCO I. MADERO,57,MOTOZINTLA,146,SONORA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1900N,5,RICARDO FLORES MAGON,57,MOTOZINTLA,351,EL RETIRO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1910U,5,FRANCISCO VILLA,90,TAPALAPA,5,PALESTINA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1923Y,5,LAZARO CARDENAS DEL RIO,65,PALENQUE,198,CHANCALA ZAPOTE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1927U,5,MIGUEL DOMINGUEZ,31,CHILÓN,447,TZAJALCHÉN 1RA. SECCIÓN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07EPR0642I,5,ANDRES FABREGA ROCA,80,SILTEPEC,5,SANTO DOMINGO (LA CASCADA),PRIMARIA,PRIMARIA GENERAL,SI
7,07DPB1945J,5,JOSE VASCONCELOS CALDERON,59,OCOSINGO,230,LA SIRIA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1963Z,5,EMILIANO ZAPATA SALAZAR,26,CHENALHÓ,5,ATZAMILHO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1974E,5,JUAN DE LA BARRERA,39,HUITIUPÁN,55,CINCO DE MAYO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1996Q,5,MIGUEL ALEMAN VALDEZ,60,OCOTEPEC,32,GUADALUPE VICTORIA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1998O,5,ITZCOATL,62,OSTUACÁN,64,NUEVO PEÑITAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2005Y,5,MELCHOR OCAMPO,72,PUEBLO NUEVO SOLISTAHUACÁN,3,PALO BLANCO (ANÁHUAC),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV0734Y,5,"TELESECUNDARIA 717 ""MIGUEL Y COSTILLA""",69,PIJIJIAPAN,510,LÁZARO CÁRDENAS DEL RÍO (CUATRO VIENTOS),SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2018B,5,BELISARIO DOMINGUEZ PALENCIA,96,TILA,94,TAQUINTENÁN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2054G,5,JESUS GONZALEZ ORTEGA,5,AMATÁN,150,ROSARIO 2DA. SECCIÓN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2055F,5,IGNACIO ALLENDE,5,AMATÁN,164,SAN JOSÉ BUENAVISTA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2056E,5,AQUILES SERDAN,6,AMATENANGO DE LA FRONTERA,129,MIGUEL HIDALGO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2067K,5,CASTILLO DE CHAPULTEPEC,17,CINTALAPA,969,MONTE SINAÍ DOS (EL FÉNIX),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2070Y,5,JAIME NUNO,89,TAPACHULA,598,ESQUIPULAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2077R,5,NIÑOS HEROES,47,JITOTOL,39,LA LAGUNA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2082C,5,ANASTACIO BUSTAMANTE,57,MOTOZINTLA,241,DOS HERMANAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV0954J,5,TELESECUNDARIA 903 NIÐOS HEROES,83,SOCOLTENANGO,7,NUEVO SAN SEBASTIÁN LA CANDELARIA,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2103Z,5,MIGUEL HIDALGO Y COSTILLA,57,MOTOZINTLA,503,SAN ANTONIO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2106W,5,FELIPE ANGELES,49,LARRÁINZAR,25,MEHONO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2107V,5,MARIANO ESCOBEDO,49,LARRÁINZAR,14,CHICHELALHÓ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2108U,5,JOSE MARIA PINO SUAREZ,49,LARRÁINZAR,98,TENTIC,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2109T,5,MANUEL AVILA CAMACHO,49,LARRÁINZAR,34,PATENTIC,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2110I,5,PEDRO MARIA ANAYA,49,LARRÁINZAR,11,KAOMTEALHUCUM,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2123M,5,JOSE MARIA MORELOS Y PAVON,31,CHILÓN,29,CAQUEMTE'EL (K'AQUEMTEEL 1RA. SECCIÓN),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPR4091Z,5,GUSTAVO RAMOS AGUILAR,111,ZINACANTÁN,6,ELAMBO ALTO,PRIMARIA,PRIMARIA GENERAL,SI
7,07DPB2132U,5,LEONA VICARIO,15,CACAHOATÁN,66,RANCHO QUEMADO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1295X,5,TELESECUNDARIA 1276 ARMONIA UNIVERSAL,106,VENUSTIANO CARRANZA,84,EL PUERTO,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2154F,5,MOCTEZUMA XOCOYOTZIN,23,CHAMULA,140,YOLONHUITZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2158B,5,JUAN ALDAMA,31,CHILÓN,211,EL SITIM,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2172V,5,JAIME NUNO,59,OCOSINGO,1066,GETZEMANÍ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1005Q,5,TELESECUNDARIA 1002 FRANCISCO SARABIA,80,SILTEPEC,160,NUEVA LUCHA,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2175S,5,LAZARO CARDENAS DEL RIO,60,OCOTEPEC,15,ESQUIPULAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2176R,5,ADOLFO RUIZ CORTINEZ,60,OCOTEPEC,16,SAN MARCOS BUENAVISTA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07EPR0144L,5,CRISTOBAL COLON,76,SABANILLA,9,EL CALVARIO,PRIMARIA,PRIMARIA GENERAL,SI
7,07DPB2216B,5,PEDRO MARIA ANAYA,77,SALTO DE AGUA,48,NAZARETH,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2223L,5,CUAUHTEMOC,17,CINTALAPA,165,GUADALUPE VICTORIA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2237O,5,JAIME NUNO,89,TAPACHULA,77,EL EDÉN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1316T,5,ETV 1296 RICARDO FLORES MAGON,46,JIQUIPILAS,145,SANTO TOMÁS,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2258A,5,ADOLFO RUIZ CORTINES,31,CHILÓN,527,NUEVA JERUSALÉN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2262N,5,MARIANO ABASOLO,31,CHILÓN,175,SAN GABRIEL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPR4293V,5,ESCUELA JOSEFA ORTIZ DE DOMINGUEZ,94,TEOPISCA,89,NAZARETH,PRIMARIA,PRIMARIA GENERAL,SI
7,07ETV0420Y,5,TELESECUNDARIA 382 JUAN SABINES GUTIERREZ,65,PALENQUE,23,LA CASCADA,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2274S,5,AMADO NERVO,31,CHILÓN,504,XEXAL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2276Q,5,24 DE FEBRERO,31,CHILÓN,467,SACÚN GUADALUPE (BAXAC),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2288V,5,NIÑOS HEROES,31,CHILÓN,403,SAMARIA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1030P,5,NARCISO MENDOZA,28,CHIAPILLA,4,LÁZARO CÁRDENAS,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2293G,5,JUSTO SIERRA MENDEZ,42,IXHUATÁN,42,EL MAJAGUAL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2306U,5,JOSE  MARIA MORELOS Y PAVON,12,BERRIOZÁBAL,276,AMENDU,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2315B,5,IGNACIO ZARAGOZA,17,CINTALAPA,1120,BETHEL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2330U,5,FRANCISCO I. MADERO,92,TECPATÁN,167,NUEVO QUECHULA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2342Z,5,MANUEL AVILA CAMACHO,65,PALENQUE,43,LAS DELICIAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2359Z,5,CUAUHTEMOC,65,PALENQUE,55,GRACIANO SÁNCHEZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2363L,5,VICENTE GUERRERO,90,TAPALAPA,3,MAZONO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2365J,5,VALENTIN GOMEZ FARIAS,39,HUITIUPÁN,164,ACAPULQUITO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07EPR0499L,5,EMILIO GONZALEZ URRIERA,107,VILLA CORZO,183,1RO. DE MAYO,PRIMARIA,PRIMARIA GENERAL,SI
7,07DPB2381A,5,ARTICULO 3o.,57,MOTOZINTLA,382,SALANUEVA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2383Z,5,EMILIANO ZAPATA SALAZAR,57,MOTOZINTLA,303,AGUA DULCE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2391H,5,VALENTIN GOMEZ FARIAS,60,OCOTEPEC,24,SANTO DOMINGO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2392G,5,NICOLAS BRAVO,65,PALENQUE,602,NUEVA CENTRAL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2396C,5,ADOLFO LOPEZ MATEOS,72,PUEBLO NUEVO SOLISTAHUACÁN,144,EL RINCONCITO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2406T,5,BENITO JUAREZ GARCIA,107,VILLA CORZO,1856,NUEVO SAN JUAN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2465I,5,CUAUHTEMOC,59,OCOSINGO,284,NUEVO CANÁN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2471T,5,EMILIANO ZAPATA,61,OCOZOCOAUTLA DE ESPINOSA,679,LINDAVISTA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2497A,5,RICARDO FLORES MAGON,96,TILA,122,LIBERTAD JOLNISHTIE 2DA. SECCIÓN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2528D,5,ESCUELA 1o DE MAYO,109,YAJALÓN,231,CARMEN GUAYAQUIL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2536M,5,JUAN ALDAMA,5,AMATÁN,160,EL PLATANAR,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2543W,5,RUBEN DARIO,31,CHILÓN,454,BAJ MUCULWITZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2551E,5,LAZARO CARDENAS DEL RIO,32,ESCUINTLA,171,SAN BENITO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2553C,5,VENUSTIANO CARRANZA,39,HUITIUPÁN,39,LÁZARO CÁRDENAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2554B,5,BELISARIO DOMINGUEZ PALENCIA,39,HUITIUPÁN,173,SAN FRANCISCO DOS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2555A,5,FRANCISCO GONZALEZ BOCANEGRA,39,HUITIUPÁN,42,NUEVA REFORMA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2557Z,5,JAVIER MINA,51,MAPASTEPEC,659,LA CEIBA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2560M,5,PLUTARCO ELIAS CALLES,57,MOTOZINTLA,126,TUIXCUM CHICO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2562K,5,HERMENEGILDO GALEANA,57,MOTOZINTLA,257,LOMA BONITA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV0970A,5,LEYES DE REFORMA,51,MAPASTEPEC,457,BENITO JUÁREZ,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2585V,5,JUSTO SIERRA MENDEZ,92,TECPATÁN,62,SANTA CRUZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2595B,5,DOROTEO ARANGO,94,TEOPISCA,79,DAMASCO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2612B,5,SEBASTIAN PEREZ NUÑEZ,13,BOCHIL,82,SANTO DOMINGO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2613A,5,JUAN DE LA BARRERA,39,HUITIUPÁN,189,LA CORONA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1054Z,5,TELESECUNDARIA 1031,27,CHIAPA DE CORZO,109,EL HORIZONTE,SECUNDARIA,TELESECUNDARIA,SI
7,07ETV1452X,5,MANUEL VELASCO SUAREZ,51,MAPASTEPEC,50,SANTA RITA DE LAS FLORES,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2637K,5,QUETZALCOATL,31,CHILÓN,96,JOLAKIL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2647R,5,IGNACIO MANUEL ALTAMIRANO,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1190C,5,TELESECUNDARIA 1166 NIÑOS HEROES,114,BENEMÉRITO DE LAS AMÉRICAS,2,ARROYO DELICIAS,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2652C,5,EMILIO RABASA ESTEBANELL,92,TECPATÁN,11,EMILIANO ZAPATA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2653B,5,CUITLAHUAC,7,AMATENANGO DEL VALLE,66,SAN CARALAMPIO CHAVÍN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV0688C,5,JOSE VASCONSELOS CALDERON,83,SOCOLTENANGO,31,EL SANTUARIO,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2656Z,5,30 DE ABRIL,103,TUZANTÁN,57,BENITO JUÁREZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2664H,5,BENITO JUAREZ GARCIA,67,PANTEPEC,1,PANTEPEC,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2667E,5,ADOLFO LOPEZ MATEOS,49,LARRÁINZAR,71,LA LAGUNA I,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2669C,5,ADOLFO LOPEZ MATEOS,101,TUXTLA GUTIÉRREZ,318,TIERRA COLORADA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2670S,5,EMILIANO ZAPATA,108,VILLAFLORES,304,ESPINAL BUENAVISTA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2671R,5,VENUSTIANO CARRANZA,61,OCOZOCOAUTLA DE ESPINOSA,389,SANTA ISABEL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2715Y,5,MANUEL ACUÑA,37,HUEHUETÁN,252,LÁZARO CÁRDENAS EL ALTO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2720J,5,JOSE VASCONCELOS CALDERON,65,PALENQUE,1032,EBEN EZER,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1115W,5,TELESECUNDARIA 1104 JUAN ESCUTIA,59,OCOSINGO,357,RÍO BLANCO,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2756Y,5,MANUEL GUTIERREZ NAJERA,96,TILA,122,LIBERTAD JOLNISHTIE 2DA. SECCIÓN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2758W,5,MARIANO ESCOBEDO,106,VENUSTIANO CARRANZA,831,MONTE DE LOS OLIVOS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2764G,5,SENTIMIENTOS DE LA NACION,23,CHAMULA,61,TZAJALCHÉN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2771Q,5,VICENTE GUERRERO,94,TEOPISCA,11,FLORES MAGÓN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1321E,5,ESCUELA TELESECUNDARIA 1298 OCTAVIO PAZ LOZANO,59,OCOSINGO,85,LA FRONTERA UNO,SECUNDARIA,TELESECUNDARIA,SI
7,07ETV0772A,5,ETV 752 BELISARIO DOMINGUEZ PALENCIA,52,LAS MARGARITAS,194,SAN ANTONIO BAWITZ,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2791D,5,MOCTEZUMA ILHUICAMINA,57,MOTOZINTLA,349,CINCO DE NOVIEMBRE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2794A,5,ADOLFO RUIZ CORTINES,34,FRONTERA COMALAPA,80,TRES PINOS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2795Z,5,MANUEL ACUÑA,34,FRONTERA COMALAPA,301,SAN JOSÉ DE LAS PALMAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2818U,5,JOSE LUIS MOYA,57,MOTOZINTLA,462,BARRIO NUEVO CHIAPAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2833M,5,JAIME NUNO,5,AMATÁN,91,SAN FERNANDO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2835K,5,BELISARIO DOMINGUEZ PALENCIA,44,IXTAPA,82,NUEVO SAN JUAN CHAMULA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2837I,5,MIGUEL HIDALGO Y COSTILLA,47,JITOTOL,20,CARMEN CHIQUITO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2839G,5,BENITO JUAREZ GARCIA,39,HUITIUPÁN,86,SOMBRA LAGUNITA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2842U,5,EMILIANO ZAPATA SALAZAR,94,TEOPISCA,149,EL NUEVO PARAÍSO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2848O,5,GUADALUPE VICTORIA,107,VILLA CORZO,1603,CALZADA EL PROVINCIANO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2850C,5,FRANCISCO I. MADERO,31,CHILÓN,340,OXJETJÁ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07ETV1366A,5,ESCUELA TELESECUNDARIA 1343 BONAMPAK,59,OCOSINGO,671,BETHEL,SECUNDARIA,TELESECUNDARIA,SI
7,07DPB2871P,5,FRANCISCO JAVIER MINA,84,SOLOSUCHIAPA,74,SAN MIGUEL (LAS GARZAS),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2893A,5,VENUSTIANO CARRANZA,6,AMATENANGO DE LA FRONTERA,48,REGADILLO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2900U,5,JOSE MARIA PÍNO SUAREZ,57,MOTOZINTLA,308,LAS DELICIAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07EPR0194T,5,ROSARIO CASTELLANO FIGUEROA,59,OCOSINGO,57,CHACANTEL,PRIMARIA,PRIMARIA GENERAL,SI
7,07DPB2917U,5,PLAN DE AYUTLA,99,LA TRINITARIA,1092,SANTA ROSA EL COBÁN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2921G,5,ROSARIO CASTELLANOS FIGUEROA,77,SALTO DE AGUA,461,EL RUBÍ TULIJA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2924D,5,JOSEFA ORTIZ DE DOMINGUEZ,5,AMATÁN,254,ANEXO LA LOMA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2926B,5,JAIME SABINES GUTIERREZ,65,PALENQUE,42,SAN ANTONIO CHUYIPÁ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2928Z,5,JAIME TORRES BODET,65,PALENQUE,1243,EL BASCÁN 2DA. SECCIÓN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2930O,5,QUETZALCOATL,65,PALENQUE,1,PALENQUE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2946P,5,LAZARO CARDENAS DEL RIO,89,TAPACHULA,695,BARRIO NUEVO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2955X,5,JAIME SABINES GUTIERREZ,49,LARRÁINZAR,27,NACHITOM,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2960I,5,JUAN ESCUTIA,57,MOTOZINTLA,489,NUEVO POBLADO EL CIPRESAL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2961H,5,RICARDO FLORES MAGON,61,OCOZOCOAUTLA DE ESPINOSA,1659,NUEVO SAN ANTONIO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2972N,5,VENUSTIANO CARRANZA,61,OCOZOCOAUTLA DE ESPINOSA,1662,SAN FRANCISCO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2987P,5,ANTONIO CASO,39,HUITIUPÁN,63,AGUSTÍN RUBIO (RÍO TORO),PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB2990C,5,ACAMAPICHTLI,61,OCOZOCOAUTLA DE ESPINOSA,1056,NUEVO JERUSALÉN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3003G,5,LAZARO CARDENAS DEL RIO,106,VENUSTIANO CARRANZA,779,EMILIANO ZAPATA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3016K,5,JUAN ALDAMA,31,CHILÓN,289,MUQUENAL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3035Z,5,JOSE MARIA MORELOS Y PAVON,76,SABANILLA,123,SAN PEDRO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3046E,5,SIMON BOLIVAR,52,LAS MARGARITAS,605,VICTORIA LA PAZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3062W,5,LAZARO CARDENAS DEL RIO,109,YAJALÓN,79,NUEVO PARAÍSO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3063V,5,CASTILLO DE CHAPULTEPEC,109,YAJALÓN,202,CHUPAQUIL,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB1029A,5,JACINTO CANEK,94,TEOPISCA,142,NUEVA PALESTINA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3085G,5,JUAN ALDAMA,19,COMITÁN DE DOMÍNGUEZ,525,SANTA MARTHA LAS PALMAS,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3091R,5,EMILIANO ZAPATA SALAZAR,67,PANTEPEC,17,LAGUNA CHICA,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPR3763P,5,LIC. MANUEL LARRAINZAR,23,CHAMULA,134,PILALCHÉN,PRIMARIA,PRIMARIA GENERAL,SI
7,07DPB3100I,5,JACINTO CANEK,59,OCOSINGO,669,NUEVO JERUSALÉN,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3112N,5,LUCIO CABAÑA,89,TAPACHULA,1,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3125R,5,DIEGO RIVERA,109,YAJALÓN,205,TRES PIEDRAS TZELEJ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3134Z,5,ALFONSO REYES,49,LARRÁINZAR,84,NATILYAXALTIK,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3147C,5,IGNACIO ALDAMA,49,LARRÁINZAR,49,TENTIC BAJO,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3149A,5,VICTORIANO HUERTA,89,TAPACHULA,1020,FRONTERA 20 DE OCTUBRE,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07EPR0690S,5,ESC. PRIMARIA FRANCISCO VILLA,53,MAZAPA DE MADERO,66,TIERRA VERDE,PRIMARIA,PRIMARIA GENERAL,SI
7,07DPB3168P,5,BENITO JUAREZ GARCIA,65,PALENQUE,1096,LA ENSENADA CHUTALIJÁ,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3171C,5,GUSTAVO DIAZ ORDAZ,34,FRONTERA COMALAPA,417,NUEVO SILTEPEC,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3173A,5,JOSE MARIA MORELOS Y PAVON,57,MOTOZINTLA,274,LAS CRUCES,PRIMARIA,PRIMARIA INDÍGENA,SI
7,07DPB3174Z,5,BELISARIO DOMINGUEZ PALENCIA,92,TECPATÁN,678,TIERRA Y LIBERTAD,PRIMARIA,PRIMARIA INDÍGENA,SI
